Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location,Longitude,Latitude
211681,2021,09/22/2022,Norwalk,3 LEDGEBROOK DR,170970.00,267500.00,0.6391,Residential,Condo,,,,POINT (-73.441425954 41.105469214),-73.441425954,41.105469214
21088,2021,05/26/2022,North Stonington,25 ELLA WHEELER RD,231560.00,660000.00,0.3508,Residential,Single Family,,,,POINT (-71.838851977 41.420580019),-71.838851977,41.420580019
210322,2021,02/24/2022,Wallingford,38 JUDD SQUARE CONDO,60200.00,85000.00,0.7082,Residential,Condo,,,,POINT (-72.825868015 41.455713018),-72.825868015,41.455713018
2101059,2021,08/15/2022,Stratford,58 ANSON STREET,177940.00,399900.00,0.4449,Residential,Single Family,,,,POINT (-73.124645982 41.220896012),-73.124645982,41.220896012
21511,2021,12/23/2021,Orange,811 ACORN RD,268600.00,356000.00,0.7544,Residential,Single Family,14 - Foreclosure,,,POINT (-73.044762003 41.296489002),-73.044762003,41.296489002
211342,2021,04/21/2022,Waterbury,59 WOODEDGE AVE,78720.00,235000.00,0.3349,Residential,Single Family,,,,POINT (-73.013084025 41.535105985),-73.013084025,41.535105985
2100945,2021,02/16/2022,Stamford,528 DEN ROAD,408990.00,699000.00,0.5851,Residential,Single Family,,,,POINT (-73.579830012 41.11331902),-73.579830012,41.11331902
21332,2021,09/12/2022,Stafford,4 CORCORAN AVE,97160.00,230000.00,0.4224,Residential,Single Family,,,,POINT (-72.312044411 41.954541265),-72.312044411,41.954541265
210116,2021,02/08/2022,Rocky Hill,53B CARILLON DRIVE,94640.00,170000.00,0.5567,Residential,Condo,,,,POINT (-72.642861983 41.656008988),-72.642861983,41.656008988
2100699,2021,01/03/2022,Stamford,284 GLENBROOK ROAD,314990.00,530000.00,0.5943,Residential,Single Family,,,,POINT (-73.523801013 41.063490995),-73.523801013,41.063490995
211230,2021,06/29/2022,Norwalk,17 ARBOR DR,176990.00,415000.00,0.4264,Residential,Single Family,,,,POINT (-73.431056008 41.093234011),-73.431056008,41.093234011
211019,2021,07/20/2022,Southington,277 NORTH RIDGE CT,406540.00,769000.00,0.5286,Residential,Single Family,,,,POINT (-72.907880998 41.631005016),-72.907880998,41.631005016
210131,2021,03/29/2022,Putnam,22 PEARL AVE,86100.00,100000.00,0.861,Residential,Single Family,25 - Other,MULTIPLE HOUSES,,POINT (-71.887369031 41.926942985),-71.887369031,41.926942985
210694,2021,11/01/2021,Salem,415 ROUND HILL RD,126700.00,194409.00,0.6517,Residential,Single Family,14 - Foreclosure,,,POINT (-72.255397026 41.509393994),-72.255397026,41.509393994
210121,2021,07/22/2022,New Hartford,96 ELIZABETH DRIVE,271110.00,509900.00,0.5316,Residential,Single Family,,,,POINT (-72.994311998 41.817721004),-72.994311998,41.817721004
211533,2021,05/23/2022,Waterbury,14 WHEELER ST,58980.00,90000.00,0.655333333,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-73.045761964 41.586813988),-73.045761964,41.586813988
210063,2021,10/18/2021,Stratford,195 MEADOWBROOK ROAD,175980.00,363000.00,0.4847,Residential,Single Family,,,,POINT (-73.147479963 41.211269983),-73.147479963,41.211269983
210812,2021,05/11/2022,New Haven,9 WARREN PL,138880.00,252000.00,0.5511,Residential,Three Family,,,,POINT (-72.899840992 41.319037998),-72.899840992,41.319037998
210203,2021,12/17/2021,Wallingford,48 SPICE HILL,123000.00,205100.00,0.5997,Residential,Condo,,,,POINT (-72.84830704 41.44962302),-72.84830704,41.44962302
21045,2021,12/09/2021,Thompson,940 RIVERSIDE DR,80500.00,200000.00,0.4025,Residential,Single Family,01 - Family,,,POINT (-71.899295976 41.986139003),-71.899295976,41.986139003
21033,2021,10/25/2021,Plainfield,137-139 SOUTH CHESTNUT ST,102500.00,200000.00,0.5125,Residential,Two Family,,,,POINT (-71.911263993 41.740325988),-71.911263993,41.740325988
2100453,2021,12/01/2021,Stamford,255 STRAWBERRY HILL AVE #C1,249850.00,385000.00,0.6489,Residential,Condo,,,,POINT (-73.533172986 41.069270988),-73.533172986,41.069270988
2100360,2021,01/10/2022,Stratford,489B COMMANCHE LANE,141260.00,420000.00,0.336333333,Residential,Condo,07 - Change in Property,,RENOVATED UNIT PER MLS - SEE PREVIOUS SALE #210052,POINT (-73.108718019 41.25332899),-73.108718019,41.25332899
210578,2021,09/12/2022,Newington,52 BUCK ST,133170.00,262000.00,0.5082,Residential,Single Family,,,,POINT (-72.719117018 41.701783986),-72.719117018,41.701783986
210146,2021,12/10/2021,South Windsor,50 CODY CIRCLE,169700.00,265000.00,0.6403,Residential,Single Family,14 - Foreclosure,,,POINT (-72.591438253 41.82582161),-72.591438253,41.82582161
21641,2021,07/28/2022,Orange,662 DERBY MILFORD RD,324800.00,521105.00,0.623290891,Residential,Single Family,01 - Family,,,POINT (-73.052047972 41.283887984),-73.052047972,41.283887984
2100013,2021,08/09/2022,Union,STICKNEY HILL ROAD,5070.00,4117.00,1.2314,Vacant Land,,28 - Use Assessment,PARTIAL INTEREST FAMILY SALE DUE TO WILL,,POINT (-72.199333605 42.001363123),-72.199333605,42.001363123
21056,2021,04/01/2022,Salisbury,192 MILLERTON ROAD,322600.00,600000.00,0.5376,Residential,Single Family,,,,POINT (-73.455688997 41.959565981),-73.455688997,41.959565981
2100784,2021,01/18/2022,Stamford,60 STRAWBERRY HILL AVE #416,81280.00,142000.00,0.5723,Residential,Condo,,,,POINT (-73.53338597 41.062373017),-73.53338597,41.062373017
210709,2021,01/06/2022,Waterbury,63 HAWTHRONE AVE,96320.00,300000.00,0.321,Residential,Three Family,,,,POINT (-73.048055001 41.535950001),-73.048055001,41.535950001
2100005,2021,10/01/2021,New Milford,10 CANTERBURY ARMS,78050.00,100000.00,0.7805,Residential,Condo,01 - Family,FAMILY TRANSFER,,POINT (-73.419047004 41.587876981),-73.419047004,41.587876981
210015,2021,10/25/2021,Somers,34 SCHNEIDER RD,280100.00,356998.00,0.784598233,Residential,Single Family,14 - Foreclosure,,SALE OF A FORECLOSED PROPERTY,POINT (-72.458346036 42.030710989),-72.458346036,42.030710989
210178,2021,08/16/2022,Old Lyme,185 MILE CREEK RD,304100.00,544250.00,0.5587,Residential,Single Family,,,,POINT (-72.28806499 41.299112999),-72.28806499,41.299112999
2100092,2021,11/05/2021,New Milford,60 ASPETUCK VILLAGE,57960.00,100000.00,0.5796,Residential,Condo,,SALES RATIO,,POINT (-73.42093704 41.59064699),-73.42093704,41.59064699
210672,2021,03/23/2022,Southington,66 ROUND HILL RD,195340.00,367000.00,0.53226158,Residential,Two Family,,,,POINT (-72.879138027 41.588703981),-72.879138027,41.588703981
210876,2021,05/31/2022,New Haven,99 LAWNCREST RD,98560.00,282000.00,0.3495,Residential,Single Family,,,,POINT (-72.981752974 41.330606994),-72.981752974,41.330606994
2119852,2021,01/13/2022,Redding,340 NEWTOWN TPKE,294700.00,700000.00,0.421,Residential,Single Family,,,,POINT (-73.358414999 41.301051984),-73.358414999,41.301051984
210507,2021,05/31/2022,Wallingford,124 FAIR ST,163800.00,295000.00,0.5552,Residential,Single Family,,,,POINT (-72.818914974 41.450562003),-72.818914974,41.450562003
210034,2021,11/08/2021,Portland,6 OLSON AVE,163940.00,255000.00,0.6429,Residential,Single Family,,066-0018,,POINT (-72.625382027 41.597410013),-72.625382027,41.597410013
213221,2021,10/12/2021,North Haven,600 WASHINGTON AVE #E-2,147770.00,240000.00,0.6157,Residential,Condo,,,,POINT (-72.838660978 41.42120598),-72.838660978,41.42120598
210389,2021,03/01/2022,Norwich,16 LAUREL HILL AVE,136800.00,1485000.00,0.092121212,Apartments,,25 - Other,,RATIO,POINT (-72.075612998 41.52261301),-72.075612998,41.52261301
211171,2021,06/17/2022,Norwalk,18 EAST AVE,391120.00,825000.00,0.474,Residential,Single Family,,,,POINT (-73.406034016 41.124955994),-73.406034016,41.124955994
2100682,2021,04/21/2022,Stratford,3757 MAIN STREET,199220.00,440000.00,0.4527,Residential,Single Family,,,,POINT (-73.129448981 41.211257997),-73.129448981,41.211257997
210692,2021,08/03/2022,Wallingford,427 WILLIAMS RD,309900.00,450000.00,0.6886,Residential,Single Family,,,,POINT (-72.770038002 41.46288998),-72.770038002,41.46288998
21353,2021,09/29/2022,Stafford,51 OLD SPRINGFIELD RD,1081710.00,38000.00,28.466,Commercial,,08 - Part Interest,CAMPSITE,,POINT (-72.362771971 41.976389006),-72.362771971,41.976389006
210272,2021,05/18/2022,Stonington,24 CASTLE HILL RD,223400.00,551000.00,0.4054,Residential,Single Family,,,,POINT (-71.850152962 41.376818019),-71.850152962,41.376818019
210858,2021,05/05/2022,Norwalk,5 CHIPPING LN,447870.00,872000.00,0.5136,Residential,Single Family,,,,POINT (-73.439775032 41.115712012),-73.439775032,41.115712012
21295,2021,08/08/2022,Stafford,108 WALES RD,148190.00,274000.00,0.5408,Residential,Single Family,,,,POINT (-72.253780995 42.013106016),-72.253780995,42.013106016
2132203,2021,05/27/2022,North Haven,1 CELLA TER,301980.00,405000.00,0.7456,Residential,Single Family,,,,POINT (-72.874248698 41.411116972),-72.874248698,41.411116972
210876,2021,02/03/2022,Waterbury,26 YORK ST,87770.00,120000.00,0.7314,Residential,Two Family,25 - Other,INCLDS VAC LOT ASSESSED AT 4880,,POINT (-73.032706982 41.568899011),-73.032706982,41.568899011
210788,2021,05/03/2022,Southington,346 WELCH RD,106000.00,526200.00,0.2014,Residential,Single Family,07 - Change in Property,NEW CONSTR,,POINT (-72.912342014 41.633329988),-72.912342014,41.633329988
210800,2021,05/10/2022,New Haven,15 DONNA DR #A-1,28840.00,40000.00,0.721,Residential,Condo,,,,POINT (-72.877907983 41.325636986),-72.877907983,41.325636986
210537,2021,01/07/2022,Southington,49 QUAKER LN,143150.00,250000.00,0.5726,Residential,Single Family,,,,POINT (-72.879132998 41.579387999),-72.879132998,41.579387999
2101765,2021,06/22/2022,Stamford,37 HUNTING LANE,579950.00,1140000.00,0.5087,Residential,Single Family,,,,POINT (-73.561510022 41.101873993),-73.561510022,41.101873993
2101393,2021,04/26/2022,Stamford,130 EDWARD PLACE,460520.00,855000.00,0.5386,Residential,Single Family,,,,POINT (-73.530509972 41.087837993),-73.530509972,41.087837993
2100386,2021,01/18/2022,Stratford,350 ACCESS ROAD,138810.00,370000.00,0.3751,Residential,Single Family,,,,POINT (-73.132246022 41.169003985),-73.132246022,41.169003985
2100616,2021,08/10/2022,New Milford,80 BEL AIR,41090.00,82500.00,0.498060606,Residential,Condo,,SALES RATIO,,POINT (-73.404419996 41.607072),-73.404419996,41.607072
21028,2021,10/13/2021,Newtown,15 BROOKWOOD DRIVE,247730.00,490000.00,0.5055,Residential,Single Family,,,,POINT (-73.352433002 41.371977009),-73.352433002,41.371977009
210219,2021,02/07/2022,New London,154 SHAW ST,137760.00,279500.00,0.4928,Residential,Two Family,,,,POINT (-72.101372011 41.34487798),-72.101372011,41.34487798
211313,2021,07/09/2022,Norwalk,27 GENEVA RD,452520.00,760000.00,0.5954,Residential,Single Family,,,,POINT (-73.458605983 41.109388997),-73.458605983,41.109388997
210052,2021,01/06/2022,Old Lyme,3 BOSTON POST RD,76400.00,175000.00,0.436571429,Residential,Single Family,,,,POINT (-72.324106237 41.329809027),-72.324106237,41.329809027
2100473,2021,12/02/2021,Stamford,20 ROCK RIMMON DRIVE,435020.00,776222.00,0.5604,Residential,Single Family,,,,POINT (-73.56658803 41.142184996),-73.56658803,41.142184996
210280,2021,01/14/2022,Norwich,229 OLD CANTERBURY TPKE,84900.00,170000.00,0.4994,Residential,Single Family,,,,POINT (-72.057123022 41.587193982),-72.057123022,41.587193982
2100752,2021,01/11/2022,Stamford,39 AULDWOOD ROAD,569560.00,767000.00,0.7425,Residential,Single Family,,,,POINT (-73.525217973 41.03513598),-73.525217973,41.03513598
211141,2021,06/13/2022,Norwalk,34 MAGNOLIA AVE,272450.00,605000.00,0.4503,Residential,Two Family,,,,POINT (-73.424914001 41.112585017),-73.424914001,41.112585017
213280,2021,11/18/2021,North Haven,11 ST JOHN ST H-01,121470.00,252500.00,0.481,Residential,Condo,,,,POINT (-72.858615021 41.388603016),-72.858615021,41.388603016
210142,2021,06/17/2022,Old Lyme,54-6 FOUR MILE RIVER RD,79100.00,120000.00,0.6591,Vacant Land,,,,,POINT (-72.257321506 41.317862912),-72.257321506,41.317862912
2102466,2021,09/29/2022,Stamford,127 GREYROCK PLACE # 1101,195380.00,330000.00,0.592,Residential,Condo,,,,POINT (-73.535743967 41.054432001),-73.535743967,41.054432001
210536,2021,04/18/2022,Torrington,162 WYOMING AVE,103520.00,260000.00,0.3981,Residential,Single Family,,,,POINT (-73.140965967 41.792543988),-73.140965967,41.792543988
2101978,2021,07/18/2022,Stamford,300 BROAD STREET UNIT 904,166510.00,280000.00,0.5946,Residential,Condo,,,,POINT (-73.53121204 41.055573994),-73.53121204,41.055573994
210375,2021,05/31/2022,Newington,152 CEDAR RIDGE RD,139200.00,285000.00,0.4884,Residential,Single Family,,,,POINT (-72.717442984 41.717143991),-72.717442984,41.717143991
210857,2021,08/03/2022,Norwich,1 ELMWOOD AVE,74900.00,160000.00,0.4681,Residential,Two Family,,,,POINT (-72.080304014 41.53089102),-72.080304014,41.53089102
21151,2021,01/14/2022,Ridgefield,24 LEWIS DR,808770.00,1289000.00,0.6274,Residential,Single Family,,,,POINT (-73.504900994 41.270579994),-73.504900994,41.270579994
210322,2021,05/02/2022,Newington,37 ELLSWORTH ST,124990.00,150000.00,0.8332,Residential,Single Family,01 - Family,,,POINT (-72.722849982 41.699213005),-72.722849982,41.699213005
2100405,2021,05/06/2022,New Milford,537 DANBURY RD,8670.00,175000.00,0.0495,Vacant Land,,28 - Use Assessment,FARM / FOREST,,POINT (-73.420988287 41.511789301),-73.420988287,41.511789301
21001,2021,10/01/2021,North Stonington,12 N ANGUILLA RD,227290.00,515000.00,0.441339806,Residential,Single Family,28 - Use Assessment,ACRES IN FARM LAND,,POINT (-71.870962964 41.419528006),-71.870962964,41.419528006
213261,2021,11/05/2021,North Haven,56 SOUTH AVE,200050.00,429000.00,0.4663,Residential,Single Family,,,,POINT (-72.850852037 41.380360001),-72.850852037,41.380360001
211032,2021,07/01/2022,New Haven,117 LAMBERTON ST,141820.00,360000.00,0.3939,Residential,Three Family,,,,POINT (-72.936565966 41.290922999),-72.936565966,41.290922999
2102094,2021,08/03/2022,Stamford,125 SAWMILL ROAD,452100.00,905000.00,0.4995,Residential,Single Family,,,,POINT (-73.589264012 41.12930398),-73.589264012,41.12930398
2100198,2021,12/27/2021,New Milford,5 MTN DR,408980.00,477750.00,0.856,Residential,Single Family,14 - Foreclosure,FORECLOSURE SALE,,POINT (-73.439873016 41.499490985),-73.439873016,41.499490985
211147,2021,09/07/2022,Southington,170 PONDVIEW DR,135970.00,330000.00,0.412,Residential,Single Family,07 - Change in Property,RENOVATION,,POINT (-72.874231009 41.582491985),-72.874231009,41.582491985
210809,2021,07/25/2022,Torrington,239 ALLISON DR,160280.00,400000.00,0.4007,Residential,Single Family,,,,POINT (-73.084233977 41.82580602),-73.084233977,41.82580602
210092,2021,11/19/2021,Newington,75 FOX RUN CT,125680.00,207500.00,0.6056,Residential,Condo,,,,POINT (-72.723388017 41.673272984),-72.723388017,41.673272984
210603,2021,05/16/2022,Norwich,44 HICKORY ST,500.00,105000.00,0.0047,Vacant Land,,25 - Other,MULTI PARCEL SALE,,POINT (-72.066446581 41.533023893),-72.066446581,41.533023893
210923,2021,06/20/2022,Southington,253-2-1 WEST ST,99480.00,185000.00,0.5377,Residential,Condo,,,,POINT (-72.938217251 41.294890439),-72.938217251,41.294890439
21215,2021,03/08/2022,Southbury,582 B HERITAGE VILLAGE,53950.00,177000.00,0.3048,Residential,Condo,,,,POINT (-73.236167037 41.484993981),-73.236167037,41.484993981
210851,2021,02/01/2022,Waterbury,63 BARSALOU AVE,74400.00,100500.00,0.7402,Residential,Single Family,,,,POINT (-72.985698 41.550265998),-72.985698,41.550265998
212377,2021,09/26/2022,Waterbury,208 BUCKS HILL RD,77480.00,245000.00,0.3162,Residential,Single Family,,,,POINT (-73.029820003 41.596603003),-73.029820003,41.596603003
210026,2021,01/12/2022,Pomfret,236 TYOTT RD,115100.00,233000.00,0.4939,Residential,Single Family,07 - Change in Property,H0066000,,POINT (-71.996130261 41.912648202),-71.996130261,41.912648202
2101480,2021,05/09/2022,Stamford,98 SOUTHFIELD AVE #J-P2 AKA 60,378860.00,770000.00,0.492,Residential,Condo,25 - Other,MULTIPLE PARCEL SALE,,POINT (-73.545794959 41.036919985),-73.545794959,41.036919985
210150,2021,06/02/2022,Prospect,11 SHERWOOD AVE,143030.00,335000.00,0.4269,Residential,Single Family,,,,POINT (-72.987804959 41.527880994),-72.987804959,41.527880994
21240,2021,06/09/2022,Stafford,46 EDGEWOOD ST #16,62650.00,152000.00,0.4121,Residential,Condo,,,,POINT (-72.303435376 41.957376246),-72.303435376,41.957376246
210808,2021,01/25/2022,Waterbury,44 SOCIETY HILL RD,98770.00,238900.00,0.413436584,Residential,Single Family,07 - Change in Property,,,POINT (-73.041230036 41.592321988),-73.041230036,41.592321988
210446,2021,01/31/2022,New Haven,376 QUINNIPIAC AV,293755.00,265000.00,1.1085,Commercial,,,,,POINT (-72.890528027 41.300798013),-72.890528027,41.300798013
210832,2021,01/31/2022,Waterbury,187 CELIA DR,66870.00,154500.00,0.4328,Residential,Single Family,,,,POINT (-72.982697027 41.555640014),-72.982697027,41.555640014
210612,2021,02/17/2022,Southington,32 FIELDCREST DR,214760.00,346000.00,0.6206,Residential,Single Family,,,,POINT (-72.855674984 41.620499013),-72.855674984,41.620499013
2100208,2021,01/03/2022,New Milford,92 CANDLEWOOD LK N,173420.00,220500.00,0.7864,Residential,Single Family,14 - Foreclosure,FORCLOSURE BY COMM DEED,,POINT (-73.436156983 41.57405099),-73.436156983,41.57405099
211276,2021,09/02/2022,New Haven,268 FERRY ST,32900.00,58326.00,0.564,Vacant Land,,,,,POINT (-72.895129472 41.307089198),-72.895129472,41.307089198
210003,2021,10/01/2021,South Windsor,6 CHARLIE CIRCLE,194400.00,403000.00,0.4823,Residential,Single Family,,,,POINT (-72.579024989 41.816813327),-72.579024989,41.816813327
210357,2021,12/29/2021,New Haven,86 SPRING ST,216580.00,1250000.00,0.1732,Commercial,,25 - Other,sale includes multiple parcels,,POINT (-72.93241399 41.294168011),-72.93241399,41.294168011
210703,2021,02/22/2022,Norwalk,57A RIVERSIDE AVE UNIT 57A,238310.00,475000.00,0.5017,Residential,Condo,,1-47-11-57A; PLANNED COMMUNITY,,POINT (-73.424190978 41.121508014),-73.424190978,41.121508014
211668,2021,09/20/2022,Norwalk,12 ARGENTO LN,417330.00,975000.00,0.428,Residential,Condo,,,,POINT (-73.418799581 41.135231729),-73.418799581,41.135231729
2100914,2021,02/10/2022,Stamford,136 WOODSIDE GREEN #2A,173550.00,270000.00,0.6427,Residential,Condo,,,,POINT (-73.546827003 41.065931663),-73.546827003,41.065931663
2100457,2021,02/04/2022,Stratford,916 HUNTINGTON ROAD,180460.00,260000.00,0.694,Residential,Single Family,,,,POINT (-73.134400003 41.219500006),-73.134400003,41.219500006
210312,2021,07/20/2022,Tolland,24 PEPPERWOOD DRIVE,194100.00,370000.00,0.5245,Residential,Single Family,,,,POINT (-72.392827967 41.855460984),-72.392827967,41.855460984
210867,2021,08/08/2022,Norwich,64-66 MERCHANTS AVE,93700.00,127500.00,0.7349,Residential,Two Family,,,,POINT (-72.058856986 41.567404015),-72.058856986,41.567404015
210657,2021,03/10/2022,Southington,63 PETERS CIRCLE,110220.00,233000.00,0.473,Residential,Single Family,,,,POINT (-72.863351969 41.593480996),-72.863351969,41.593480996
2100516,2021,06/28/2022,New Milford,"459 DANBURY RD UNITS 1, 2 + 3",165270.00,239900.00,0.6889,Commercial,,25 - Other,THREE PROPERTY SALE,,POINT (-73.422611995 41.523346008),-73.422611995,41.523346008
210083,2021,08/15/2022,Washington,146B WHITTLESEY RD,483680.00,1100000.00,0.4397,Residential,Single Family,24 - Plottage,not on the market - also purchased 146A Whittlesey Rd,,POINT (-73.300777009 41.686985987),-73.300777009,41.686985987
210203,2021,01/28/2022,Newington,23 JEFFERSON CT,247650.00,358900.00,0.69,Residential,Single Family,,,,POINT (-72.733382011 41.71254702),-72.733382011,41.71254702
210557,2021,12/15/2021,Waterbury,43 NEWPORT DR,103720.00,285000.00,0.3639,Residential,Single Family,,,,POINT (-72.995993995 41.566522993),-72.995993995,41.566522993
